Release Year,Title,Origin/Ethnicity,Director,Cast,Genre,Wiki Page,Plot
2017,Theeran Adhigaram Ondru,Tamil,H. Vinoth,"Karthi, Rakul Preet Singh, Abhimanyu Singh",crime thriller,https://en.wikipedia.org/wiki/Theeran_Adhigaram_Ondru,"The film begins with a scene from a police station where the police officer Sasi in charge orders that the documented criminal cases in the form of manuscripts be converted into digital format. During this process he comes across a really spine chilling dacoity murder case from several years ago. After reading the case history he calls up the police officer who had taken charge of the case, Theeran Thirumaran (Karthi). The story shifts to the year of 1999, where Theeran is in his police training college undergoing training to be posted as DSP from TNPSC (Tamil Nadu Public Service Commission) exams. He tops the training period. Simultaneously in a house along the highway of Tamil Nadu a group of dacoits wreck the house by barging in killing all the people inside gruesomely and taking the belongings.
Meanwhile Theeran returns to his hometown of Tanjavur falls in love with his new neighbour Priya (Rakul Preet Singh) and marries her. Later Theeran becomes known in the police department for his ways of handling various cases and he is later moved to Ponneri after a dacoital attack. Police Inspector Satya (Bose Venkat) and Theeran both handle the case but lead nowhere with the case. Therefore in 2003 Theeran and Sathya and a group of other police officers go around India to see if they are able to identify the fingerprints of the dacoits. During this process Theeran learns that these dacoits are actually tribe members of the left over cultural groups after the Indian Independence. They are eventually stopped by the carelessness of their superior officers and the case is put on hold.
Later in 2003 the dacoits raid the house of the ruling party's MLA and kill him. The government is under heavy pressure from the public and the Home Minister gives Theeran all powers and a full team to nab the dacoits. A year later they find one fingerprint match in Uttar Pradesh prison and go to a lorry station to capture the dacoit. Learning that the lorry has left and it is heading to Ponneri Theeran and the other officers rush to stop them. This time the dacoits raid Sathya's house killing his wife and eventually injuring Priya putting her in a coma.
Angered by this incident Theeran with the help of higher officials puts together a team to capture the gang of dacoits lead by Oma (Abhimanyu Singh). They camp in Rajasthan with the help of a local police officer. They come to know that the gang members except Oma are in their village so they visit the village only to be sent out by the villagers. While the case is going on Theeran learns that Priya has gone into a critical state and an operation is required. This fuels Theeran's anger which makes him even more motivated to find Oma. The team learns that there is a way to bring Oma out from his village. So he captures the organizer of the gang and captures one of the gang members and puts them in police custody. Infuriated Oma vows to kill Theeran and his team. Theeran gets information that Oma will be on a train which is infiltrated by the team but Oma escapes to a nearby village. Theeran and his team walk to the village and reside there for the night. Oma's gang infiltrate the village destroying it and killing Theeran's teammates. Finally Theeran captures Oma brings him to Tamil Nadu and gets him a death sentence.
Now in 2017 it is revealed that Theeran has a boring useless post in the Traffic Vigilance Department because he is straightforward and lives alone after the death of Priya. Theeran is visited by Sathya, Sathya's daughter and Sasi. Sasi salutes him and the movie ends with a note conveying ""The film is dedicated to all the people in the police department who fought and arrested those dacoits and we thank them for their bravery and courage"". The note also states that ""The officers involved in this case were not recognized by the government by providing any honorary awards neither were they promoted to higher posts""."
2017,Thiruttu Payale 2,Tamil,Susi Ganeshan,"Bobby Simha, Prasanna, Amala Paul, Sanam Shetty",thriller drama,https://en.wikipedia.org/wiki/Thiruttu_Payale_2,"Selvam (Bobby Simha) is a young police officer who is often transferred from one place to another because of his honesty and sincerity towards his duty as a law enforcer. He rents a room in the same apartment complex as a college student, Agalya (Amala Paul). They both fall in love and get married after he gets transferred back to their hometown in Chennai.
Because of his clean reputation, he is handpicked by a high ranking police intelligence officer to tape and trace phone calls of VIPs and VVIPs in the state of Tamil Nadu. By tapping these secret conversations, he exposes various scandals that often lead to the downfall of many high-ranking officials and wealthy businessmen. However, he comes to realize that he is never rewarded for his honesty and starts tracing the calls of other members of the elite class that has not been assigned to him. That way, he manages to blackmail them for their Indian black money, which he then registers under the name of a Benami.
One day, Selvam is instructed to tape the incoming and outgoing calls from the house of a high-ranking official. During one such tapping, Selvam comes across a conversation between the official's wife and her secret lover, Balakrishnan, or ""Balki"" (Prasanna). Despite being a topper at his engineering college, Balki spends most of his time with seducing various young and married women through Facebook. By mere accident, Selvam discovers that Agal is also one of his many lovers.
Selvam then starts tapping his own wife's calls. He soon realizes that Balki is a sociopath who seduces women. After recording their conversations and rendezvous together, he blackmails them for money. Initially, Agal trusted balki as a good friend and shares all her secrets with him, Then she comes to know of Balki's evil intentions and blocks him on Facebook. Balki starts threatening Agal to sleep with him. Enraged, Selvam decides to take the matter in his own hands. With the help of a private detective, he gets the complete details of Balki and confronts him.
Balki reveals that he had already expected Selvam to confront him and he has already hacked Selvam's personal computer and stolen all the details of the tapping and evidences Selvam has collected so far. He has also secretly recorded Agal bathing at their home and uses this to blackmail Selvam. Selvam tries to abduct Balki but is forced to let him go after discovering that Balki has stored all the hacked data on his online Swiss bank account. If he does not key in his secret password within a specific time period on a day-to-day basis, the data will be leaked automatically, tarnishing both Selvam's personal and professional life.
Selvam then arranges for one of his female subordinates to seduce Balki while he is at a local cafe. Meanwhile, he and a computer hacker he knows break into Balki's home to hack into his Swiss account. However, Balki has installed multiple Firewalls that make his account foolproof. When Balki returns home, he realizes that Selvam has broken in and ran away before he returned. He decides to enrage him even more by forcing Agal to meet him at his home. She comes only to tell him to leave her alone or she would tell her husband about him. Balki ignores her threats by coming straight to her home. Both Selvam and Agal pretend to be nice to him in order to keep their own secrets while Balki enjoys himself tormenting them.
To provoke Selvam even further, Balki leaks a tapping of the assistant police commissioner in order to get Selvam into trouble. Thinking he would get into trouble, Selvam is instead congratulated by his superior for putting fear in government officials and preventing them from ever misusing their privilege any further. However, when the scandal escalates, the higher-ups in the police decide they need a scapegoat to take responsibility and they try to frame Selvam. Realizing that his superior is manipulative, he threatens to leak their secret conversations unless they leave him alone. He also realizes that Balki is tormenting him for fun and is not serious about leaking the rest of the files. Selvam goes to meet Balki's estranged father to get his help to bring down the sociopath.
Selvam's Benami has invested all the money they have looted so far on the construction of a luxurious holiday resort in Langkawi, Malaysia. Selvam ignores all of Balki's phone calls and instead takes Agal to the resort for a short vacation. Once there, he reveals that he has been approached to become the head of security for this new resort and he plans to leave the police force. At the same time, Balki is infuriated that Selvam is ignoring him and comes to the resort to confront him. While Selvam is away, Balki breaks into their holiday suite and tries to rape Agal. As he is about to corner her, he falls unconscious, allowing Agal to escape. At the same time, Selvam returns and manages to break into Balki's Swiss account by using his eye for recognition. He erases all of the stolen data and saves everyone. It is then revealed that after Balki's father met with Selvam, he finally convinced his son to allow the old man to live with him, albeit as a servant. To stop Balki from doing anymore harm to society, his father has been slowly poisoning him with small doses of poison that eventually leads him into a permanent vegetative state.
Selvam and Agal return to India to make the final arrangements before they immigrate overseas. However, Selvam's Benami is shown mysteriously dead but is actually killed by the private detective (Susi Ganeshan) to loot all the property amassed by Selvam."
2017,Kodi Veeran,Tamil,M. Muthiah,"Sasikumar, Vidharth, Mahima Nambiar, Poorna, Sanusha",action drama,https://en.wikipedia.org/wiki/Kodi_Veeran,A story of a local Hindu priest who unleashes the beast inside of him for protecting his family.
2017,Sathya,Tamil,Pradeep Krishnamoorthy,"Sibi Sathyaraj, Remya Nambeesan, Varalaxmi Sarathkumar",crime thriller,https://en.wikipedia.org/wiki/Sathya_(2017_Tamil_film),"Sathya (Sibi Sathyaraj), Who is working in Sydney, Australia gets a voice call from Shweta(Remya Nambeesan), his ex-lover. They worked in the same Office and wanted to marry, but her father arranged an alliance with an entrepreneur named Gowtham. Sathya leaves for India with the pretense of attending a marriage in their relatives' household. He takes a car for hire from Babu Khan (Sathish), a travels agent. Sathya also takes a SIM card on his sister's address and stays at Hotel Marriott.
Sathya meets Shweta at a restaurant and learns that her five-year-old daughter Ria is missing. Things went worse when none except Shweta, including Gowtham, believe that Ria actually exists. He also learns about Gowtham's brother Bobby (Ravi Varma), a drug addict, who regularly visits her home. Sathya begins an informal investigation which fails many a time, also inviting the ire of two Afro-American gangsters in the city. Babu Khan, who helps them in transporting drugs, saves Sathya on humanitarian grounds. Posing as Vasanth Menon, a police officer, Sathya meets Gowtham and learns that the couple was childless. Gowtham recalls Shweta being attacked by two masked men before a school to steal her car. He added that Shweta went into a coma and post recovery started telling that she had a five-year-old daughter named Ria.
Perplexed, Sathya later watches a closed-circuit television video footage of two masked men attacking Shweta on the day when Ria went missing. But, Ria is seen nowhere in the footage which makes Sathya doubt Shweta's mental condition. He confronts Shweta who refuses to acknowledge that Ria is imaginary. Sathya sees height markings of a child on a wall and before he could react, Shweta commits suicide. Assistant Commissioner of Police (ACP), Anuya Bharathwaj (Varalaxmi Sarathkumar)and Inspector of Police, Chowdary (Anandaraj) investigate the suicide case. Vasanth is killed in Marriott and Babu confesses to Sathya that he saw Bobby kidnapping Ria. They meet Anuya and Chowdary and get Bobby arrested. In custody, Bobby is killed by Anuya as an act of self-defense.
The same night, Vasanth's murderers attack Babu and Sathya; Babu is killed in the process of shooting the murderers to death. Sathya watches a MMS in the murderers' phone sent by Anuya instructing to kill him. Sathya meets Anuya at her farmhouse where Ria is hidden. Anuya reveals that Gowtham wanted to kill Ria and arranged the attack, after which she found Ria in Bobby's custody. Gowtham wanted Shweta to suffer; he convinced all his friends and family to pretend Ria never existed, saying that Shweta cannot bear the shock of Ria's death.
Before Anuya could kill Sathya, Chowdary shoots her after listening to the conversation on his way to the farmhouse with his subordinates. Gowtham is arrested and reveals that Ria was not his daughter, as a medical report confirmed him sterile in the past. Sathya recollects that on their last night together in India before separation, he and Shweta made love. As Sathya realizes that Ria is his biological child and approaches her, he sees a reflection of Shweta smiling at him."
2017,Maayavan,Tamil,C. V. Kumar,"Sundeep Kishan, Lavanya Tripathi, Daniel Balaji, Jackie Shroff",action drama,https://en.wikipedia.org/wiki/Maayavan,"The film starts with the death of a renowned neurologist and scientist Pramodh. His mysterious gym trainer (Sai Dheena) is seen paying his gesture of respect at the funeral before leaving. The plot then shifts to a young crime inspector Kumaran (Sundeep Kishan) chasing a petty thief, where by coincidence he witnesses the same gym trainer murdering his own wife. Kumaran chases the murderer who corners him and halts him with a blow to the head. In the ensuring tussle, Kumaran manages to kill the murderer. A meeting with psychiatrist Aadhirai (Lavanya Tripathi) ends on a rough note when she deems him medically unfit to rejoin the police force. Later when he himself faces symptoms which attribute to PTSD, he mends his ways with Aadhirai who helps him overcome his disorder. A second murder happens in which a famous actress is killed. Kumaran visits the spot and finding the similar blood stains from the earlier murder and many other similarities, including the same brand of cigarette smoked by the murderer, he is stressed up and gets into a shock. Aadhirai finds him and treats him for his PTSD and makes him normal. He meets with Rudhran and introduces her to him as a motivational speaker. Kumaran, now fitter, sets out his investigation and finds out that a makeup man (Mime Gopi) must have done the murder as he is the prime suspect. Upon investigation, He also gets to know that both the makeup man and the gym trainer showed a totally different behavior, few days before they committed the murders. Kumaran tracks down the makeup man but he jumps to death before confessing anything.
Next Murder happens and the victim now is a renowned scientist Mr. Narayanan (Kathi Ravi). Kumaran tries to find some evidences in the scientist's home and he finds a book written by Rudhran. Thinking that Rudhran might know the scientist, Kumaran visits Rudhran's office and finds that his behavior has changed. His own dog starts to bark at him and he has also started to smoke recently, that too the same brand that was found in the earlier murders. Kumaran deduces that some strange thing is happening and Rudhran could either be murdered or become the next murderer. He nabs Rudhran when he shows his more ruthless and cold blooded side when he kills his own dog. So Kumaran takes Rudhran into custody and while signing on the FIR, Rudhran signs a different name, and then corrects it to his own sign. Kumaran notices this and finds out that, the first sign was signed ""Pramodh"".
A brief investigation reveals that Pramodh is a colleague of late Mr. Narayan when they worked together at Indian institute of neurosciences. A senior official Velayudham (Jayaprakash) after hearing the incidents of the case, reveals that Pramod was involved in a project called Project Maayavan, which could enable a person to store his memories into a hard drive which can be transferred to another individual by injecting a newly invented gel, which would house millions of nano-transmitters and when injected into the brain these transmitters will attach onto the neurons. When the person dies, his memories could be transmitted to another individual whose brain would already have been injected with the gel. The memories of the new person will first be erased and the old person's memories will be transferred via the nano-transmitters. This way the person (his memories) will not die and will live for ever. To prove his theory Dr. Pramod works day and night, and during this experiment he even sends a patient to coma, but he is not bothered about human life and wants to succeed in his mission. After Dr. Narayan becomes the Director of the Indian Institute of Neuroscience he stops Dr. Pramod's project.
Raged by this, Dr.Pramod uses himself as the subject and successfully transfers his memories in a hard-drive and then commits suicide. Once he dies his memories gets transferred to the Gym trainer (who was already inserted with the gel by Pramod). And once he dies, he transfers his memories to the make-up man and now to Rudhran. By the time Kumaran solves this and finds that Pramod's next target is an army general Major Sathyan (Jackie Shroff), Pramod who is now living in Rudhran's body commits suicide and finally he successfully arrives into the major's brain. The major invites Kumaran and says that his technology will let him live for more than 1000 years and no one can stop him.
With a clue from Pramod's wife, Kumaran finds his secret lab where Pramod has his memories stored. Pramod successfully retrieves the hard-drive containing his memories black-mailing Karna and in the process killing him, his wife and his children and also killing Velayudham and DIG. He then kidnaps Velayudham and goes to the institute lab to let him switch to another body. Kumaran tracks him down and a gun-fight ensues. Finally Kumaran realizes that his girl friend (psychiatrist Aadhirai) is the next subject. If the major dies Dr. Pramod memories will transfer to Aadhirai's body, leaving Kumaran with a difficult choice.
Twenty years later, Kumaran is happily married to Aadhirai and they have a son. It is then revealed that Kumaran has trapped the major in his secret basement and has kept him alive all these years."
2017,Aruvi,Tamil,Arun Prabu Purushothaman,"Aditi Balan, Lakshmi Gopalswami, Shwetha Shekar",social drama,https://en.wikipedia.org/wiki/Aruvi,"The film begins with Aruvi (Aditi Balan) and Emily (Anjali Varadhan) being interrogated by Shakeel (Mohammed Ali Baig) who suspects Aruvi to be part of a terrorist organization. Aruvi's parents and friends are called for interrogation who talk about Aruvi's childhood and adolescent ages. She is a pampered, innocent girl from a middle-class family. Things then take a turn as her family turns against her for some unknown reason and her father kicks her out, and they think she's having diseases due to having sexual intercourse with another boy.
She stays with her college friend Jessy for a while, then moves to a hostel and lives with Emily, who is a transgender woman. They work under Arulmani as tailors in an NGO. One day, she goes to Arulmani crying, asking for a loan of 1 lakh rupees, as her father has suffered a minor cardiac arrest. She then takes off and doesn't return. Occasionally, she undergoes touch therapy with a swamiji who uses hypnosis to heal stress.
Emily is seen in the sets of ""solvathellam sathyam,"" a reality show that showcases people's problems on TV. She complains about three men who raped her friend Aruvi. The Assistant Director Peter (Pradeep Antony) agrees to telecast their problem and calls the three men for interrogation.
Next morning, shooting starts as the host (Lakshmi Gopalaswamy) asks Aruvi to narrate what happened to her. Aruvi then explains that the three men are Jessy's father Joseph, Arulmani and the swamiji. Joseph had sexually abused her when she took shelter in his house. Arulmani had taken advantage of Aruvi's situation when she begged for a loan and the swamiji had hypnotized and raped her. Aruvi then reveals that she has had AIDS from the past 2 years. The infection seems to have entered through an accident, where an open wound was exposed to a carrier of HIV. She meets her friend Emily in an NGO as both of them have AIDS. Aruvi asks the three men to apologize, but Lakshmi turns against Aruvi, accusing her of intentionally infecting those men. Aruvi is appalled and states everything wrong with the society and the unnecessary stereotypes that every common man has to conform to, in order to fit into this consumeristic world.
The director uses all this drama to his advantage as this would improve his show's TRP rating. Aruvi pulls out a gun and shoots the director in the arm. Later, she calms herself and apologizes to everyone, but as she gets up to leave, Arulmani tackles her and hits Emily. This maddens Aruvi and she points the gun at him and takes everyone hostage. Hearing the gun shots, police start surrounding the studio suspecting terrorist activity. Aruvi then plays ""spin the bottle."" Whoever the bottle points at, should do whatever Aruvi says, else they would be shot. Aruvi then makes everyone do silly things as she watches, in her own way of getting back at the society that forced her into so much pain. As a part of the game, Aruvi asks Peter to propose to her which he does not do properly; so she asks him to narrate a story and he tells a story as follows: An old man happily spends his life in his village. Soon after, there happens a theft in that village for which the old man is suspected even by his own family members, which forces him to leave the village and go. During the last stages of life he remembers his past happy life and writes a letter about everything he feels to the members of his village, which he hands over to a young man in that village, who then moves to a tea shop buys a cigarette and smokes; thereafter he calls all the people who know that old man to go in search of him and find him and the story ends with the old man smiling where the story is freezed. During the game, everyone becomes friendly with Aruvi. She even forgives the three men who raped her.
She then surrenders to the police. Since Aruvi and Emily are AIDS patients, they cannot be arrested and have to be isolated Inside the camp, Aruvi's condition continues to deteriorate as she loses a lot of weight and becomes incapable of taking care of herself. One night, she disappears from the camp and moves to a village all alone. After a few days, all acquaintances of Aruvi receive a video from Aruvi on Facebook. The video shows her crying and explaining how she misses everyone and speaks about all the regrets in her life. On seeing the video, Peter gathers everyone and takes them to the village in which Aruvi currently resides (as he told the story to Aruvi for which she told that such a thing will never happen). Aruvi is finally surrounded by everyone she loves towards the end of her lifetime. Everyone she loved gave her a lot of gifts like cakes, pictures and lot. One such gift is from Peter, who gave Aruvi a greeting card, written "" Love you Aruvi, Peter"". Peter actually proposed to Aruvi in the way she liked. Then she smiled at him and was happy. And Aruvi asks Subash to spin the bottle as she did during the time of hostage and the bottle stops pointing at Aruvi which means that she can do whatever she wants till the end of her lifetime. The movie ends with Peter capturing the image of Aruvi smiling."
2017,Chennai 2 Singapore,Tamil,Abbas Akbar,"Gokul Anand, Rajesh Balachandiran, Anju Kurian",romantic comedy,https://en.wikipedia.org/wiki/Chennai2Singapore,"The film is a comedy about a struggling Indian film maker, Harish, who makes his way to Singapore to look for investors to finance his dream movie. However, a series of misfortunes foils his plans and he also ends up losing his passport. At a loss, Harish meets Vaanambaadi, an eccentric Singaporean cameraman. With Vaanambaadi's advice and help, Harish almost realises his dream. But then he meets a girl who is dying from cancer and gets swept up in a number of hilarious but serious situations. Without the cliched romance in Indian films, the story takes a light and humorous turn into a madcap journey about life, death and everything else.[4]"
2017,Velaikkaran,Tamil,Mohan Raja,"Sivakarthikeyan, Nayanthara, Fahadh Faasil, Sneha",thriller,https://en.wikipedia.org/wiki/Velaikkaran_(2017_film),"Arivu (Sivakarthikeyan) hails from Kolaikkara Kuppam aka Cooliekkara Kuppam a slum area in Chennai. He is one such responsible youth, who wants to focus on the upliftment of his fellow beings and he works hard for the same. Arivu starts Kuppam FM 90.8, a local radio channel with the help of the area gangster Kasi (Prakash Raj). In reality, Arivu tries to free the people of the area from the atrocities of Kasi, who is deliberately preventing them from becoming independent, so that he may continue to dominate the area. Arivu succeeds in turning the people of the area against Kasi, thus destroying his support.
Later, Arivu joins a leading FMCG company, Saffron and joins its sales department under Stella Bruce (Thambi Ramaiah). He also manages to bring his friend Bhagya (Vijay Vasanth) out of Kasi's gang and gets him a job in Saffron. He meets Aadhi (Fahadh Faasil), the Brand Manager of Saffron, who teaches him how to progress by doing smart work and Arivu considers him as his inspiration. On the night of April 1, Kasi and his gang attack Bhagya and brutally stab him in Saffron's godown (warehouse), whereupon he dies in the hands of Arivu. Arivu filled with rage, tries to attack Kasi. But, Kasi's rival Doss (Sharath Lohitashwa) attacks and brutally stabs him in retaliation for their previous encounter and Arivu admonishes Kasi for being such a paid henchman. Kasi reveals to Arivu that he killed Bhagya on a contract given by Jayaram (Anish Kuruvilla) the President of Saffron company, due to the fact that Bhagya tries to help Kasthuri (Sneha), who files a case claiming Saffron's products to be adulterated, due to which she had lost her son. Arivu is addressed by Kasi as being a worse hitman than he himself is. Arivu then saves Kasi. Arivu is also told by Kasi that all the products manufactured by his company are adulterated. He takes up a mission to fight such malpractices not only in Saffron, but also in all the other five major food companies, including the company owned by Madhav Kurup (Mahesh Manjrekar). Arivu shares all of his plans with Aadhi. Meanwhile, it is revealed that Aadhi is actually Adhiban Madhav and he is the son of Madhav Kurup. He joined Saffron to know their trade secrets and merge the company with his father's company.
Arivu manages to convince the staff of his company to manufacture products as per Government regulations for two days, while he convinces the staff of the other companies to wear a kerchief on their dresses for the next two days, thus tricking the owners into believing that their workers have turned against them. But, Aadhi manages to foil this plan of Arivu and coerces the other owners to write over the major shares of their company to Madhav Kurup, thus making him the deciding authority of all their companies. Aadhi then manages to turn all the employees against Arivu by tricking them into believing that Arivu worked as a spy for Madhav Kurup. Stella Bruce then slaps Arivu and humiliates him, while Aadhi pretends to defend Arivu claiming that he is innocent and it is the new president who conspired all these. After this, Arivu reveals to Aadhi that Stella Bruce was his ally and he now knows that Aadhi is the true traitor. Aadhi then burns down the go down containing the unadulterated products and reveals to Arivu that he is the son of Madhav Kurup, and that he will be the next CEO of the company. He also convinces the staff through his clever tactics and makes them propose his name as the new CEO, also revealing to Arivu that he will make them manufacture adulterated products without their knowledge, now that he command their loyalty, support and trust.
Arivu goes to the Radio Mirchi radio station on the same day, which a night before May 1 and reveals that after the fire accident, one of the injured department heads of Saffron Karpaga Vinayagam (Ramdoss) called him into the ambulance and told him that he followed the regulations on the third day too. Arivu also got to know from the other team workers of Saffron Kennedy (Mansoor Ali Khan), Vinoth (Kaali Venkat), Ansari (Aruldoss) and Sivaranjani (Vinodhini Vaidyanathan) that after manufacturing quality products for two days, they could not bring themselves to manufacture adulterated products on the next day, and they all followed Government regulations, thus manufacturing quality products on the next day too. Aadhi now the CEO, hears the workers say that they will rebel against him and depose him if tries to revert to manufacturing adulterated products. Arivu further adds that the loyalty of all the employees in each and every field shouldn't be wasted by showing it towards unethical employers. Aadhi vents out his frustration on the permanent failure of his plan.
All the people in the city shows their support to Arivu. Arivu celebrates his success along with Mrinalini (Nayanthara) his love interest, his friends, his family, the people of his slum and the people of the city as the movie ends."
2017,Khaidi No. 150,Telugu,V.V. Vinayak,"Chiranjeevi, Kajal Aggarwal, Tarun Arora",action drama,https://en.wikipedia.org/wiki/Khaidi_No._150,"In Kolkata, prisoner Kathi Seenu (Chiranjeevi), a petty criminal, helps the police capture an escaping prisoner, but he himself escapes afterwards. He goes to Hyderabad and decides to escape to Bangkok. However, he drops this plan after meeting and falling in love with Lakshmi (Kajal Aggarwal), his childhood friend at the airport, who dupes him into believing that she gave him her phone number realizing that he is having a crush on her. Later, Seenu and Malli (Ali), his friend notice a doppelgänger of Seenu named Shankar (Chiranjeevi), being shot by a group of thugs. They admit him to a hospital, following which Seenu decides to impersonate the injured Shankar to escape from the police. Under the name of his doppelgänger, Seenu and Malli enter an old-age home run by Shankar with the aim of collecting ₹25 lakhs (which is meant for the inmates of the old-age home) for their Bangkok trip, until he learns about his doppelgänger's mission. Shankar is a post-graduate in hydrology from the arid village of Neeruru in Rayalaseema who had discovered groundwater under some lands of the village which could be used as an irrigation source not only for the village, but for the entire Rayalaseema and the neighbouring areas as well. But, an MNC owned by Aggarwal (Tarun Arora) cheated the villagers into giving their lands for the construction of a factory. Shankar was arrested by the police and the six villagers as for convince the issue with media and release of Shankar commit mass suicide. On learning of the plight of Shankar and the villagers, Seenu decides to fight for their cause while still under the name of Shankar. The people of the old home and Seenu go to the jury and try to convince him to go in favour of them, but Seenu starts stating rules and scares the main jury person (whom Aggarwal had bribed). Seenu then sends a person (disguised as a hairdresser) to Aggarwal and makes him lay a fingerprint on Aggarwal's neck. After that Aggarwal sends 50 men to kill Seenu but he soon defeats them using the coins the Lion Club member gave when he was attending a ceremony for him.
Meanwhile, the real Shankar gains consciousness and finds himself in the Kolkata prison where Seenu was locked up. With the help of the man who Seenu helped capture, who has heard his story and has plans to kill Seenu in revenge for getting him caught and thrown back into prison, he soon escapes along with the prisoner's henchmen.
Not knowing that Shankar and the henchmen are headed for Hyderabad, Seenu makes efforts to convince the media to bring the plight of the villagers to national consciousness, but the media is not interested as they feel that it is not a sensational news. A few days later, at the high court, the judge declares the verdict in favour of Seenu and the villagers, but adds that Aggarwal has claimed that certain villagers who are working abroad have shown their support for the factory. If they cannot prove that their support was faked by Aggarwal within the next five days, the verdict will then go in favour of Aggarwal and the villagers will lose their lands. Since the villagers, who have denied supporting the factory, are abroad and cannot come to Hyderabad within five days to rebut Aggarwal's claims as their passports are held by their contractors, and the verdict is to be decided within five days, Seenu decides to take drastic measures to sensationalize the issue. He, Lakshmi, Malli and the inmates of the old-age home block water supply to Hyderabad by sitting on the pipelines which carry water to Hyderabad. With the plight of the Hyderabad people due to no water supply having gained national attention, Seenu comes out of the pipeline after a few days and highlights the villagers' plight in an emotionally charged speech to the media, which is telecast nationwide and moves many people.
Meanwhile, Shankar and the henchmen reach Hyderabad, but Shankar is soon kidnapped by Aggarwal's henchmen. While in Aggarwal's custody, he sees Seenu's speech on television and is moved by the efforts made by his doppelgänger to help the villagers. On the night before the verdict, Seenu's bluff is exposed, but Seenu assures the old men that he is genuinely interested in their cause, that Shankar is alive and that he will rescue Shankar from Aggarwal and hand him back over to the villagers with the assurance of a positive verdict. Seenu goes to Aggarwal's office, where Shankar is being held. He rescues Shankar and fights Aggarwal. Shankar kills Aggarwal when he was about to kill Seenu.
The next day, the verdict is declared in favour of Shankar and the villagers. The Kolkata police find Seenu and arrest him. Seenu assures Lakshmi that he will be back shortly."
2017,Gautamiputra Shatakarni,Telugu,Krish,"Nandamuri Balakrishna, Shriya Saran, Hema Malini, Shiva Rajkumar",historical drama,https://en.wikipedia.org/wiki/Gautamiputra_Satakarni_(film),"Gautamiputra Satakarni (Nandamuri Balakrishna) is 2nd century AD Satavahana ruler of Amaravati who has a dream from his childhood that to unite all the 32 kingdoms in the country under one roof, to stop internal collisions between the rulers to establish peace. He takes oath on his mother Gautami Balashri (Hema Malini) and starts his mission at the age of 18 and he gives only two options to the kings on his way either peace by surrendering their sword to him or war. It takes 18 long years to achieve his goal and takes entire South India under his control. Time being Satakarni marries Vashishthi Devi (Shriya Saran) and they have a son Pulumavi (Master Snehit Chowdary).
Nahapana (Kabir Bedi) important ruler of the Western Kshatrapas, who is very powerful & crooked king, who forcibly puts all the princes of his feudatory kingdoms as royal prisoners and keeps a condition that they all should obey his orders and protect his kingdom from 4 sides. So it is a very difficult and final task to Satakarni to reach Nahapana for that he uses a strategy and decides to take his son Pulumavi along with him to the war field but his wife Vashishthi does not agree to it even then he ruthlessly takes his son. On the other hand Demetrius (David Manucharov) the Greek Emperor is waiting at the border to conquer India, he is just waiting for the result of the battle between Satakarni & Nahapana. Meanwhile, Satakarni starts moving towards Nahapana’s dynasty along with his son and promises all the feudatory kings on the way that he will safeguard & secure their children and definitely brings them back. Finally, he reaches Nahapana’s fort destroys him, protects the princes and brings the entire country under one flag.
After that Satakarni returns to Amaravathi along with 32 swords of the entire rulers of India, his mother Gautami Balashri orders to make a powerful sword by melting all these 32 swords. Everybody welcomes him with great enlightenment & joy, but his wife Vashishthi is fed-up his dictatorial mentality and decides to leave him along with the children. But now he has to perform Rajasuya Yaaga, a grand ritual made by the ruler who defeated all other kings in the earth and eligible to rule the whole world, which is impossible without a wife. So, on her mother-in-law’s request, Vashishthi agrees to stay until the completion of ritual. During the time of ritual the Emperor has to give Agra Pooja special honor to the top most person in the kingdom, Satakarni gives it to his mother by spreading the greatness of women and from that day he keeps his name Gautamiputra Satakarni and he also name’s his son as Vasishthiputra Pulumavi where his wife Vasishthi also realizes her mistake and understands greatness of her husband. From that day Satakarni starts a new era calling Salivahana Sakha and the day starting as Ugadi. On that night Kanjira (Milind Gunaji) one of the feudatory kings mixes hands with Demetrius and helps his men to enter into the fort to kill Satakarni but his mother protects him by breaking up their tactics.
Now Satakarni comes to know that Demetrius has arrived into to the borders of Sindhu Kingdom to conquer India whose army is 10 times more than his. Even then he decides to get ready for the final battle at that time his wife Vashishthi gets some bad signs that someone has given poison to her husband. So she requests him not to go to the battle where Satakarni explains her regarding his childhood dream of uniting the entire country which he had done so, now he has to protect it from invaders by exorcising them. So he doesn’t have any other choice except to go to the battle. Gauthami Balasri consults a Bhikkhu explains him regarding these bad signs and he answers that may come true, so he gives anti-dote to the poison.
At last Satakarni reaches the Sindhu Kingdom along with his feudatory kings, during the first day of the war Satakrani destroys almost half of Greek army. Now Demetrius understands it is difficult to conquer India until Satakarni is alive. So plays a dirty trick by sending a women Athena (Farah Karimaee) as a messenger for peace who gives poison to Satakrani. Next day morning Satakarni is under treatment all other Kings are under dichotomy whether to go to war or go back, but they understands the real aim of Satakarni is not only to win the country but he also want to develop unity among the kingdoms, so they all decides either to win or die in the battle. Meanwhile, Satakarni wakes up from the deathbed, reaches the battlefield, defeats Demetrius and leaves him alive by finally saying a word that no one can destroy the unity of India"
